Designator,Mid X,Mid Y,Rotation,Layer
_1297,118.06,129.032,0.0,top
_1296,168.86,116.332,0.0,top
_1295,112.98,62.992,0.0,top
_1294,151.08,144.272,0.0,top
_1293,176.48,96.012,0.0,top
_1292,67.26,141.732,0.0,top
_1291,74.88,80.772,0.0,top
_1290,120.6,70.612,0.0,top
_1289,72.34,134.112,0.0,top
_1288,82.5,47.752,0.0,top
_1287,130.76,88.392,0.0,top
_1286,176.48,129.032,0.0,top
_1285,161.24,111.252,0.0,top
_1284,105.36,131.572,0.0,top
_1283,118.06,149.352,0.0,top
_1282,90.12,57.912,0.0,top
_1281,74.88,47.752,0.0,top
_1280,112.98,70.612,0.0,top
_1279,151.08,70.612,0.0,top
_1278,107.9,118.872,0.0,top
_1277,171.4,123.952,0.0,top
_1276,138.38,106.172,0.0,top
_1275,112.98,73.152,0.0,top
_1274,176.48,45.212,0.0,top
_1273,171.4,149.352,0.0,top
_1272,135.84,45.212,0.0,top
_1271,166.32,93.472,0.0,top
_1270,161.24,62.992,0.0,top
_1269,110.44,101.092,0.0,top
_1268,92.66,83.312,0.0,top
_1267,171.4,47.752,0.0,top
_1266,79.96,83.312,0.0,top
_1265,133.3,83.312,0.0,top
_1264,102.82,103.632,0.0,top
_1263,64.72,113.792,0.0,top
_1262,179.02,141.732,0.0,top
_1261,77.42,57.912,0.0,top
_1260,173.94,65.532,0.0,top
_1259,95.2,45.212,0.0,top
_1258,95.2,70.612,0.0,top
_1257,92.66,113.792,0.0,top
_1256,120.6,85.852,0.0,top
_1255,173.94,108.712,0.0,top
_1254,151.08,123.952,0.0,top
_1253,179.02,45.212,0.0,top
_1252,69.8,80.772,0.0,top
_1251,69.8,73.152,0.0,top
_1250,90.12,136.652,0.0,top
_1249,85.04,98.552,0.0,top
_1248,125.68,78.232,0.0,top
_1247,156.16,146.812,0.0,top
_1246,67.26,101.092,0.0,top
_1245,158.7,83.312,0.0,top
_1244,62.18,134.112,0.0,top
_1243,120.6,88.392,0.0,top
_1242,82.5,113.792,0.0,top
_1241,107.9,116.332,0.0,top
_1240,64.72,90.932,0.0,top
_1239,153.62,113.792,0.0,top
_1238,148.54,98.552,0.0,top
_1237,143.46,113.792,0.0,top
_1236,123.14,70.612,0.0,top
_1235,87.58,68.072,0.0,top
_1234,158.7,126.492,0.0,top
_1233,151.08,103.632,0.0,top
_1232,148.54,83.312,0.0,top
_1231,69.8,121.412,0.0,top
_1230,82.5,121.412,0.0,top
_1229,107.9,45.212,0.0,top
_1228,107.9,129.032,0.0,top
_1227,100.28,73.152,0.0,top
_1226,72.34,151.892,0.0,top
_1225,135.84,116.332,0.0,top
_1224,107.9,154.432,0.0,top
_1223,146.0,98.552,0.0,top
_1222,161.24,118.872,0.0,top
_1221,168.86,96.012,0.0,top
_1220,100.28,68.072,0.0,top
_1219,97.74,121.412,0.0,top
_1218,90.12,144.272,0.0,top
_1217,115.52,73.152,0.0,top
_1216,100.28,126.492,0.0,top
_1215,115.52,70.612,0.0,top
_1214,161.24,131.572,0.0,top
_1213,118.06,75.692,0.0,top
_1212,97.74,90.932,0.0,top
_1211,123.14,88.392,0.0,top
_1210,148.54,93.472,0.0,top
_1209,179.02,90.932,0.0,top
_1208,105.36,80.772,0.0,top
_1207,125.68,96.012,0.0,top
_1206,82.5,149.352,0.0,top
_1205,158.7,85.852,0.0,top
_1204,110.44,78.232,0.0,top
_1203,171.4,50.292,0.0,top
_1202,161.24,52.832,0.0,top
_1201,97.74,103.632,0.0,top
_1200,115.52,47.752,0.0,top
_1199,153.62,52.832,0.0,top
_1198,163.78,136.652,0.0,top
_1197,128.22,90.932,0.0,top
_1196,128.22,118.872,0.0,top
_1195,107.9,126.492,0.0,top
_1194,82.5,106.172,0.0,top
_1193,110.44,68.072,0.0,top
_1192,115.52,55.372,0.0,top
_1191,158.7,141.732,0.0,top
_1190,74.88,129.032,0.0,top
_1189,72.34,154.432,0.0,top
_1188,156.16,116.332,0.0,top
_1187,181.56,146.812,0.0,top
_1186,105.36,47.752,0.0,top
_1185,97.74,116.332,0.0,top
_1184,166.32,106.172,0.0,top
_1183,176.48,111.252,0.0,top
_1182,79.96,60.452,0.0,top
_1181,158.7,70.612,0.0,top
_1180,100.28,45.212,0.0,top
_1179,168.86,106.172,0.0,top
_1178,64.72,129.032,0.0,top
_1177,100.28,65.532,0.0,top
_1176,90.12,121.412,0.0,top
_1175,64.72,151.892,0.0,top
_1174,179.02,83.312,0.0,top
_1173,173.94,103.632,0.0,top
_1172,115.52,52.832,0.0,top
_1171,143.46,96.012,0.0,top
_1170,112.98,65.532,0.0,top
_1169,163.78,116.332,0.0,top
_1168,156.16,83.312,0.0,top
_1167,97.74,68.072,0.0,top
_1166,82.5,98.552,0.0,top
_1165,120.6,136.652,0.0,top
_1164,143.46,52.832,0.0,top
_1163,77.42,151.892,0.0,top
_1162,74.88,154.432,0.0,top
_1161,173.94,154.432,0.0,top
_1160,163.78,68.072,0.0,top
_1159,112.98,131.572,0.0,top
_1158,74.88,73.152,0.0,top
_1157,156.16,111.252,0.0,top
_1156,130.76,113.792,0.0,top
_1155,90.12,55.372,0.0,top
_1154,181.56,149.352,0.0,top
_1153,166.32,47.752,0.0,top
_1152,77.42,139.192,0.0,top
_1151,90.12,131.572,0.0,top
_1150,153.62,146.812,0.0,top
_1149,163.78,85.852,0.0,top
_1148,120.6,154.432,0.0,top
_1147,148.54,121.412,0.0,top
_1146,176.48,80.772,0.0,top
_1145,105.36,90.932,0.0,top
_1144,153.62,45.212,0.0,top
_1143,97.74,129.032,0.0,top
_1142,110.44,134.112,0.0,top
_1141,72.34,55.372,0.0,top
_1140,118.06,103.632,0.0,top
_1139,112.98,93.472,0.0,top
_1138,173.94,62.992,0.0,top
_1137,74.88,101.092,0.0,top
_1136,97.74,47.752,0.0,top
_1135,97.74,123.952,0.0,top
_1134,128.22,80.772,0.0,top
_1133,153.62,131.572,0.0,top
_1132,173.94,151.892,0.0,top
_1131,130.76,149.352,0.0,top
_1130,67.26,96.012,0.0,top
_1129,79.96,113.792,0.0,top
_1128,120.6,123.952,0.0,top
_1127,97.74,65.532,0.0,top
_1126,95.2,103.632,0.0,top
_1125,118.06,65.532,0.0,top
_1124,125.68,90.932,0.0,top
_1123,72.34,47.752,0.0,top
_1122,102.82,98.552,0.0,top
_1121,125.68,80.772,0.0,top
_1120,97.74,149.352,0.0,top
_1119,148.54,131.572,0.0,top
_1118,118.06,70.612,0.0,top
_1117,151.08,151.892,0.0,top
_1116,79.96,118.872,0.0,top
_1115,87.58,52.832,0.0,top
_1114,69.8,85.852,0.0,top
_1113,107.9,60.452,0.0,top
_1112,156.16,52.832,0.0,top
_1111,166.32,60.452,0.0,top
_1110,120.6,80.772,0.0,top
_1109,158.7,65.532,0.0,top
_1108,133.3,111.252,0.0,top
_1107,92.66,62.992,0.0,top
_1106,90.12,93.472,0.0,top
_1105,97.74,52.832,0.0,top
_1104,135.84,103.632,0.0,top
_1103,153.62,106.172,0.0,top
_1102,95.2,68.072,0.0,top
_1101,151.08,131.572,0.0,top
_1100,110.44,144.272,0.0,top
_1099,118.06,78.232,0.0,top
_1098,85.04,131.572,0.0,top
_1097,115.52,65.532,0.0,top
_1096,140.92,144.272,0.0,top
_1095,118.06,68.072,0.0,top
_1094,171.4,45.212,0.0,top
_1093,79.96,80.772,0.0,top
_1092,100.28,136.652,0.0,top
_1091,156.16,136.652,0.0,top
_1090,123.14,68.072,0.0,top
_1089,123.14,96.012,0.0,top
_1088,130.76,50.292,0.0,top
_1087,161.24,149.352,0.0,top
_1086,168.86,103.632,0.0,top
_1085,112.98,88.392,0.0,top
_1084,69.8,149.352,0.0,top
_1083,69.8,57.912,0.0,top
_1082,171.4,75.692,0.0,top
_1081,107.9,90.932,0.0,top
_1080,112.98,57.912,0.0,top
_1079,171.4,134.112,0.0,top
_1078,125.68,57.912,0.0,top
_1077,146.0,45.212,0.0,top
_1076,115.52,88.392,0.0,top
_1075,168.86,83.312,0.0,top
_1074,105.36,98.552,0.0,top
_1073,133.3,47.752,0.0,top
_1072,153.62,88.392,0.0,top
_1071,107.9,131.572,0.0,top
_1070,146.0,129.032,0.0,top
_1069,179.02,75.692,0.0,top
_1068,143.46,55.372,0.0,top
_1067,148.54,144.272,0.0,top
_1066,95.2,83.312,0.0,top
_1065,138.38,146.812,0.0,top
_1064,181.56,144.272,0.0,top
_1063,95.2,134.112,0.0,top
_1062,138.38,93.472,0.0,top
_1061,143.46,106.172,0.0,top
_1060,146.0,134.112,0.0,top
_1059,153.62,101.092,0.0,top
_1058,62.18,101.092,0.0,top
_1057,79.96,121.412,0.0,top
_1056,138.38,101.092,0.0,top
_1055,95.2,113.792,0.0,top
_1054,110.44,45.212,0.0,top
_1053,120.6,111.252,0.0,top
_1052,166.32,129.032,0.0,top
_1051,135.84,108.712,0.0,top
_1050,138.38,111.252,0.0,top
_1049,158.7,146.812,0.0,top
_1048,64.72,123.952,0.0,top
_1047,176.48,70.612,0.0,top
_1046,181.56,55.372,0.0,top
_1045,125.68,106.172,0.0,top
_1044,156.16,113.792,0.0,top
_1043,77.42,96.012,0.0,top
_1042,163.78,131.572,0.0,top
_1041,166.32,136.652,0.0,top
_1040,166.32,111.252,0.0,top
_1039,87.58,103.632,0.0,top
_1038,107.9,101.092,0.0,top
_1037,67.26,90.932,0.0,top
_1036,153.62,62.992,0.0,top
_1035,153.62,149.352,0.0,top
_1034,112.98,141.732,0.0,top
_1033,135.84,98.552,0.0,top
_1032,118.06,121.412,0.0,top
_1031,123.14,113.792,0.0,top
_1030,176.48,123.952,0.0,top
_1029,110.44,62.992,0.0,top
_1028,173.94,98.552,0.0,top
_1027,161.24,65.532,0.0,top
_1026,67.26,121.412,0.0,top
_1025,151.08,90.932,0.0,top
_1024,151.08,118.872,0.0,top
_1023,166.32,101.092,0.0,top
_1022,62.18,83.312,0.0,top
_1021,128.22,121.412,0.0,top
_1020,153.62,90.932,0.0,top
_1019,143.46,47.752,0.0,top
_1018,115.52,62.992,0.0,top
_1017,97.74,93.472,0.0,top
_1016,173.94,126.492,0.0,top
_1015,135.84,146.812,0.0,top
_1014,173.94,149.352,0.0,top
_1013,176.48,151.892,0.0,top
_1012,87.58,73.152,0.0,top
_1011,179.02,80.772,0.0,top
_1010,118.06,139.192,0.0,top
_1009,115.52,154.432,0.0,top
_1008,135.84,93.472,0.0,top
_1007,92.66,47.752,0.0,top
_1006,130.76,131.572,0.0,top
_1005,102.82,126.492,0.0,top
_1004,102.82,131.572,0.0,top
_1003,128.22,52.832,0.0,top
_1002,100.28,134.112,0.0,top
_1001,148.54,123.952,0.0,top
_1000,100.28,85.852,0.0,top
_999,133.3,136.652,0.0,top
_998,168.86,65.532,0.0,top
_997,151.08,65.532,0.0,top
_996,140.92,75.692,0.0,top
_995,179.02,78.232,0.0,top
_994,151.08,83.312,0.0,top
_993,69.8,134.112,0.0,top
_992,176.48,113.792,0.0,top
_991,135.84,57.912,0.0,top
_990,90.12,141.732,0.0,top
_989,120.6,57.912,0.0,top
_988,90.12,154.432,0.0,top
_987,74.88,108.712,0.0,top
_986,95.2,146.812,0.0,top
_985,87.58,134.112,0.0,top
_984,151.08,98.552,0.0,top
_983,176.48,154.432,0.0,top
_982,130.76,106.172,0.0,top
_981,102.82,101.092,0.0,top
_980,85.04,108.712,0.0,top
_979,102.82,62.992,0.0,top
_978,82.5,85.852,0.0,top
_977,90.12,88.392,0.0,top
_976,158.7,121.412,0.0,top
_975,74.88,149.352,0.0,top
_974,107.9,50.292,0.0,top
_973,110.44,52.832,0.0,top
_972,138.38,78.232,0.0,top
_971,156.16,98.552,0.0,top
_970,133.3,75.692,0.0,top
_969,120.6,75.692,0.0,top
_968,77.42,68.072,0.0,top
_967,85.04,45.212,0.0,top
_966,77.42,73.152,0.0,top
_965,181.56,108.712,0.0,top
_964,138.38,62.992,0.0,top
_963,153.62,80.772,0.0,top
_962,148.54,103.632,0.0,top
_961,69.8,108.712,0.0,top
_960,107.9,65.532,0.0,top
_959,143.46,73.152,0.0,top
_958,138.38,50.292,0.0,top
_957,148.54,75.692,0.0,top
_956,168.86,47.752,0.0,top
_955,77.42,121.412,0.0,top
_954,166.32,80.772,0.0,top
_953,85.04,78.232,0.0,top
_952,85.04,50.292,0.0,top
_951,92.66,68.072,0.0,top
_950,100.28,141.732,0.0,top
_949,115.52,126.492,0.0,top
_948,179.02,101.092,0.0,top
_947,112.98,83.312,0.0,top
_946,90.12,113.792,0.0,top
_945,176.48,116.332,0.0,top
_944,128.22,111.252,0.0,top
_943,95.2,55.372,0.0,top
_942,112.98,103.632,0.0,top
_941,125.68,101.092,0.0,top
_940,115.52,75.692,0.0,top
_939,118.06,62.992,0.0,top
_938,148.54,113.792,0.0,top
_937,181.56,90.932,0.0,top
_936,118.06,111.252,0.0,top
_935,105.36,149.352,0.0,top
_934,128.22,139.192,0.0,top
_933,92.66,70.612,0.0,top
_932,92.66,57.912,0.0,top
_931,123.14,146.812,0.0,top
_930,168.86,80.772,0.0,top
_929,82.5,144.272,0.0,top
_928,90.12,70.612,0.0,top
_927,153.62,141.732,0.0,top
_926,171.4,98.552,0.0,top
_925,151.08,116.332,0.0,top
_924,64.72,55.372,0.0,top
_923,181.56,57.912,0.0,top
_922,171.4,103.632,0.0,top
_921,125.68,134.112,0.0,top
_920,128.22,151.892,0.0,top
_919,135.84,139.192,0.0,top
_918,176.48,146.812,0.0,top
_917,128.22,136.652,0.0,top
_916,90.12,129.032,0.0,top
_915,115.52,123.952,0.0,top
_914,69.8,83.312,0.0,top
_913,118.06,113.792,0.0,top
_912,176.48,136.652,0.0,top
_911,135.84,55.372,0.0,top
_910,130.76,116.332,0.0,top
_909,130.76,111.252,0.0,top
_908,173.94,45.212,0.0,top
_907,163.78,73.152,0.0,top
_906,92.66,60.452,0.0,top
_905,143.46,78.232,0.0,top
_904,90.12,45.212,0.0,top
_903,168.86,131.572,0.0,top
_902,140.92,136.652,0.0,top
_901,79.96,108.712,0.0,top
_900,95.2,80.772,0.0,top
_899,72.34,96.012,0.0,top
_898,72.34,123.952,0.0,top
_897,64.72,116.332,0.0,top
_896,140.92,55.372,0.0,top
_895,102.82,88.392,0.0,top
_894,95.2,106.172,0.0,top
_893,77.42,52.832,0.0,top
_892,77.42,116.332,0.0,top
_891,138.38,80.772,0.0,top
_890,95.2,111.252,0.0,top
_889,67.26,116.332,0.0,top
_888,95.2,93.472,0.0,top
_887,156.16,154.432,0.0,top
_886,176.48,75.692,0.0,top
_885,110.44,75.692,0.0,top
_884,173.94,136.652,0.0,top
_883,130.76,96.012,0.0,top
_882,67.26,57.912,0.0,top
_881,143.46,75.692,0.0,top
_880,100.28,111.252,0.0,top
_879,148.54,55.372,0.0,top
_878,79.96,47.752,0.0,top
_877,107.9,55.372,0.0,top
_876,168.86,151.892,0.0,top
_875,146.0,88.392,0.0,top
_874,85.04,73.152,0.0,top
_873,74.88,68.072,0.0,top
_872,74.88,136.652,0.0,top
_871,120.6,103.632,0.0,top
_870,173.94,144.272,0.0,top
_869,110.44,73.152,0.0,top
_868,153.62,78.232,0.0,top
_867,176.48,68.072,0.0,top
_866,125.68,131.572,0.0,top
_865,173.94,118.872,0.0,top
_864,87.58,93.472,0.0,top
_863,163.78,123.952,0.0,top
_862,115.52,93.472,0.0,top
_861,67.26,144.272,0.0,top
_860,179.02,116.332,0.0,top
_859,146.0,103.632,0.0,top
_858,181.56,73.152,0.0,top
_857,92.66,50.292,0.0,top
_856,123.14,85.852,0.0,top
_855,112.98,149.352,0.0,top
_854,110.44,50.292,0.0,top
_853,112.98,101.092,0.0,top
_852,143.46,154.432,0.0,top
_851,146.0,62.992,0.0,top
_850,163.78,129.032,0.0,top
_849,176.48,93.472,0.0,top
_848,173.94,60.452,0.0,top
_847,146.0,73.152,0.0,top
_846,120.6,113.792,0.0,top
_845,85.04,136.652,0.0,top
_844,140.92,131.572,0.0,top
_843,148.54,45.212,0.0,top
_842,72.34,103.632,0.0,top
_841,148.54,90.932,0.0,top
_840,115.52,151.892,0.0,top
_839,105.36,50.292,0.0,top
_838,87.58,80.772,0.0,top
_837,72.34,139.192,0.0,top
_836,107.9,146.812,0.0,top
_835,118.06,73.152,0.0,top
_834,138.38,103.632,0.0,top
_833,112.98,154.432,0.0,top
_832,166.32,57.912,0.0,top
_831,74.88,93.472,0.0,top
_830,64.72,80.772,0.0,top
_829,140.92,90.932,0.0,top
_828,163.78,139.192,0.0,top
_827,130.76,123.952,0.0,top
_826,158.7,47.752,0.0,top
_825,74.88,139.192,0.0,top
_824,130.76,65.532,0.0,top
_823,135.84,68.072,0.0,top
_822,148.54,73.152,0.0,top
_821,64.72,88.392,0.0,top
_820,107.9,73.152,0.0,top
_819,128.22,83.312,0.0,top
_818,87.58,139.192,0.0,top
_817,102.82,50.292,0.0,top
_816,140.92,93.472,0.0,top
_815,87.58,90.932,0.0,top
_814,148.54,85.852,0.0,top
_813,69.8,98.552,0.0,top
_812,123.14,80.772,0.0,top
_811,102.82,151.892,0.0,top
_810,118.06,144.272,0.0,top
_809,168.86,60.452,0.0,top
_808,115.52,116.332,0.0,top
_807,97.74,154.432,0.0,top
_806,67.26,98.552,0.0,top
_805,115.52,98.552,0.0,top
_804,179.02,151.892,0.0,top
_803,67.26,126.492,0.0,top
_802,82.5,60.452,0.0,top
_801,62.18,146.812,0.0,top
_800,77.42,149.352,0.0,top
_799,158.7,55.372,0.0,top
_798,176.48,103.632,0.0,top
_797,74.88,126.492,0.0,top
_796,128.22,75.692,0.0,top
_795,153.62,50.292,0.0,top
_794,62.18,131.572,0.0,top
_793,112.98,139.192,0.0,top
_792,79.96,141.732,0.0,top
_791,171.4,146.812,0.0,top
_790,161.24,141.732,0.0,top
_789,95.2,108.712,0.0,top
_788,140.92,113.792,0.0,top
_787,82.5,96.012,0.0,top
_786,179.02,47.752,0.0,top
_785,163.78,144.272,0.0,top
_784,72.34,136.652,0.0,top
_783,151.08,126.492,0.0,top
_782,92.66,65.532,0.0,top
_781,90.12,118.872,0.0,top
_780,161.24,83.312,0.0,top
_779,110.44,149.352,0.0,top
_778,151.08,80.772,0.0,top
_777,67.26,65.532,0.0,top
_776,140.92,116.332,0.0,top
_775,123.14,136.652,0.0,top
_774,115.52,134.112,0.0,top
_773,92.66,129.032,0.0,top
_772,100.28,113.792,0.0,top
_771,156.16,121.412,0.0,top
_770,102.82,96.012,0.0,top
_769,158.7,68.072,0.0,top
_768,74.88,134.112,0.0,top
_767,123.14,65.532,0.0,top
_766,85.04,111.252,0.0,top
_765,77.42,126.492,0.0,top
_764,120.6,65.532,0.0,top
_763,79.96,88.392,0.0,top
_762,173.94,47.752,0.0,top
_761,143.46,70.612,0.0,top
_760,148.54,136.652,0.0,top
_759,120.6,47.752,0.0,top
_758,161.24,106.172,0.0,top
_757,168.86,68.072,0.0,top
_756,64.72,50.292,0.0,top
_755,166.32,121.412,0.0,top
_754,67.26,83.312,0.0,top
_753,82.5,126.492,0.0,top
_752,151.08,52.832,0.0,top
_751,105.36,106.172,0.0,top
_750,64.72,93.472,0.0,top
_749,102.82,141.732,0.0,top
_748,166.32,108.712,0.0,top
_747,161.24,90.932,0.0,top
_746,146.0,136.652,0.0,top
_745,128.22,129.032,0.0,top
_744,130.76,98.552,0.0,top
_743,181.56,80.772,0.0,top
_742,77.42,65.532,0.0,top
_741,153.62,75.692,0.0,top
_740,67.26,129.032,0.0,top
_739,146.0,139.192,0.0,top
_738,120.6,126.492,0.0,top
_737,82.5,139.192,0.0,top
_736,69.8,47.752,0.0,top
_735,105.36,70.612,0.0,top
_734,110.44,90.932,0.0,top
_733,168.86,154.432,0.0,top
_732,181.56,78.232,0.0,top
_731,133.3,93.472,0.0,top
_730,176.48,131.572,0.0,top
_729,62.18,96.012,0.0,top
_728,87.58,62.992,0.0,top
_727,82.5,116.332,0.0,top
_726,100.28,70.612,0.0,top
_725,143.46,151.892,0.0,top
_724,179.02,57.912,0.0,top
_723,74.88,113.792,0.0,top
_722,102.82,68.072,0.0,top
_721,82.5,108.712,0.0,top
_720,161.24,151.892,0.0,top
_719,85.04,65.532,0.0,top
_718,110.44,123.952,0.0,top
_717,120.6,121.412,0.0,top
_716,148.54,146.812,0.0,top
_715,125.68,116.332,0.0,top
_714,85.04,68.072,0.0,top
_713,181.56,131.572,0.0,top
_712,112.98,80.772,0.0,top
_711,148.54,149.352,0.0,top
_710,62.18,98.552,0.0,top
_709,153.62,68.072,0.0,top
_708,92.66,52.832,0.0,top
_707,72.34,75.692,0.0,top
_706,135.84,113.792,0.0,top
_705,128.22,154.432,0.0,top
_704,156.16,75.692,0.0,top
_703,156.16,123.952,0.0,top
_702,67.26,52.832,0.0,top
_701,102.82,113.792,0.0,top
_700,102.82,75.692,0.0,top
_699,69.8,96.012,0.0,top
_698,151.08,47.752,0.0,top
_697,153.62,57.912,0.0,top
_696,148.54,116.332,0.0,top
_695,148.54,68.072,0.0,top
_694,125.68,52.832,0.0,top
_693,77.42,93.472,0.0,top
_692,64.72,68.072,0.0,top
_691,95.2,139.192,0.0,top
_690,77.42,118.872,0.0,top
_689,69.8,68.072,0.0,top
_688,107.9,123.952,0.0,top
_687,176.48,101.092,0.0,top
_686,85.04,123.952,0.0,top
_685,100.28,121.412,0.0,top
_684,173.94,134.112,0.0,top
_683,171.4,106.172,0.0,top
_682,112.98,60.452,0.0,top
_681,166.32,134.112,0.0,top
_680,130.76,52.832,0.0,top
_679,110.44,113.792,0.0,top
_678,123.14,134.112,0.0,top
_677,179.02,55.372,0.0,top
_676,100.28,96.012,0.0,top
_675,64.72,62.992,0.0,top
_674,143.46,88.392,0.0,top
_673,72.34,101.092,0.0,top
_672,85.04,62.992,0.0,top
_671,118.06,45.212,0.0,top
_670,123.14,129.032,0.0,top
_669,143.46,108.712,0.0,top
_668,133.3,108.712,0.0,top
_667,173.94,146.812,0.0,top
_666,110.44,85.852,0.0,top
_665,120.6,52.832,0.0,top
_664,161.24,101.092,0.0,top
_663,146.0,106.172,0.0,top
_662,133.3,73.152,0.0,top
_661,77.42,108.712,0.0,top
_660,85.04,106.172,0.0,top
_659,143.46,141.732,0.0,top
_658,133.3,149.352,0.0,top
_657,97.74,118.872,0.0,top
_656,79.96,134.112,0.0,top
_655,123.14,101.092,0.0,top
_654,112.98,151.892,0.0,top
_653,173.94,123.952,0.0,top
_652,146.0,121.412,0.0,top
_651,118.06,50.292,0.0,top
_650,100.28,154.432,0.0,top
_649,135.84,96.012,0.0,top
_648,135.84,73.152,0.0,top
_647,74.88,116.332,0.0,top
_646,69.8,90.932,0.0,top
_645,118.06,123.952,0.0,top
_644,130.76,93.472,0.0,top
_643,112.98,75.692,0.0,top
_642,168.86,50.292,0.0,top
_641,97.74,50.292,0.0,top
_640,138.38,75.692,0.0,top
_639,138.38,98.552,0.0,top
_638,79.96,126.492,0.0,top
_637,123.14,62.992,0.0,top
_636,143.46,139.192,0.0,top
_635,82.5,73.152,0.0,top
_634,79.96,103.632,0.0,top
_633,92.66,141.732,0.0,top
_632,118.06,116.332,0.0,top
_631,95.2,149.352,0.0,top
_630,128.22,144.272,0.0,top
_629,125.68,60.452,0.0,top
_628,120.6,50.292,0.0,top
_627,120.6,144.272,0.0,top
_626,92.66,98.552,0.0,top
_625,151.08,55.372,0.0,top
_624,166.32,70.612,0.0,top
_623,123.14,139.192,0.0,top
_622,105.36,113.792,0.0,top
_621,110.44,55.372,0.0,top
_620,173.94,141.732,0.0,top
_619,95.2,118.872,0.0,top
_618,95.2,126.492,0.0,top
_617,130.76,57.912,0.0,top
_616,163.78,103.632,0.0,top
_615,123.14,103.632,0.0,top
_614,112.98,121.412,0.0,top
_613,69.8,146.812,0.0,top
_612,125.68,73.152,0.0,top
_611,163.78,111.252,0.0,top
_610,161.24,75.692,0.0,top
_609,120.6,141.732,0.0,top
_608,69.8,52.832,0.0,top
_607,168.86,73.152,0.0,top
_606,143.46,134.112,0.0,top
_605,62.18,116.332,0.0,top
_604,107.9,62.992,0.0,top
_603,62.18,154.432,0.0,top
_602,148.54,65.532,0.0,top
_601,146.0,144.272,0.0,top
_600,64.72,73.152,0.0,top
_599,123.14,45.212,0.0,top
_598,171.4,136.652,0.0,top
_597,100.28,101.092,0.0,top
_596,151.08,111.252,0.0,top
_595,87.58,131.572,0.0,top
_594,128.22,149.352,0.0,top
_593,95.2,116.332,0.0,top
_592,173.94,55.372,0.0,top
_591,158.7,80.772,0.0,top
_590,163.78,126.492,0.0,top
_589,133.3,90.932,0.0,top
_588,176.48,50.292,0.0,top
_587,90.12,106.172,0.0,top
_586,168.86,111.252,0.0,top
_585,67.26,103.632,0.0,top
_584,176.48,73.152,0.0,top
_583,146.0,131.572,0.0,top
_582,87.58,106.172,0.0,top
_581,123.14,116.332,0.0,top
_580,118.06,47.752,0.0,top
_579,118.06,101.092,0.0,top
_578,166.32,116.332,0.0,top
_577,118.06,108.712,0.0,top
_576,100.28,50.292,0.0,top
_575,161.24,123.952,0.0,top
_574,168.86,52.832,0.0,top
_573,95.2,131.572,0.0,top
_572,146.0,80.772,0.0,top
_571,156.16,68.072,0.0,top
_570,166.32,96.012,0.0,top
_569,133.3,146.812,0.0,top
_568,123.14,149.352,0.0,top
_567,168.86,90.932,0.0,top
_566,138.38,116.332,0.0,top
_565,168.86,98.552,0.0,top
_564,115.52,146.812,0.0,top
_563,138.38,68.072,0.0,top
_562,72.34,80.772,0.0,top
_561,171.4,90.932,0.0,top
_560,179.02,129.032,0.0,top
_559,179.02,52.832,0.0,top
_558,69.8,65.532,0.0,top
_557,146.0,108.712,0.0,top
_556,85.04,103.632,0.0,top
_555,64.72,136.652,0.0,top
_554,130.76,146.812,0.0,top
_553,153.62,47.752,0.0,top
_552,171.4,80.772,0.0,top
_551,110.44,139.192,0.0,top
_550,158.7,108.712,0.0,top
_549,112.98,52.832,0.0,top
_548,79.96,73.152,0.0,top
_547,102.82,78.232,0.0,top
_546,176.48,118.872,0.0,top
_545,118.06,57.912,0.0,top
_544,158.7,144.272,0.0,top
_543,140.92,52.832,0.0,top
_542,97.74,146.812,0.0,top
_541,156.16,57.912,0.0,top
_540,171.4,78.232,0.0,top
_539,163.78,50.292,0.0,top
_538,110.44,126.492,0.0,top
_537,171.4,52.832,0.0,top
_536,102.82,55.372,0.0,top
_535,166.32,62.992,0.0,top
_534,140.92,57.912,0.0,top
_533,166.32,123.952,0.0,top
_532,125.68,144.272,0.0,top
_531,105.36,57.912,0.0,top
_530,77.42,60.452,0.0,top
_529,138.38,96.012,0.0,top
_528,173.94,139.192,0.0,top
_527,95.2,52.832,0.0,top
_526,181.56,60.452,0.0,top
_525,133.3,55.372,0.0,top
_524,161.24,45.212,0.0,top
_523,110.44,47.752,0.0,top
_522,166.32,55.372,0.0,top
_521,79.96,70.612,0.0,top
_520,79.96,96.012,0.0,top
_519,153.62,123.952,0.0,top
_518,163.78,149.352,0.0,top
_517,135.84,47.752,0.0,top
_516,151.08,85.852,0.0,top
_515,143.46,45.212,0.0,top
_514,130.76,154.432,0.0,top
_513,123.14,126.492,0.0,top
_512,64.72,83.312,0.0,top
_511,140.92,126.492,0.0,top
_510,168.86,75.692,0.0,top
_509,123.14,108.712,0.0,top
_508,161.24,144.272,0.0,top
_507,135.84,65.532,0.0,top
_506,118.06,146.812,0.0,top
_505,69.8,55.372,0.0,top
_504,62.18,129.032,0.0,top
_503,123.14,57.912,0.0,top
_502,158.7,103.632,0.0,top
_501,90.12,50.292,0.0,top
_500,151.08,78.232,0.0,top
_499,115.52,68.072,0.0,top
_498,95.2,121.412,0.0,top
_497,100.28,78.232,0.0,top
_496,135.84,151.892,0.0,top
_495,143.46,60.452,0.0,top
_494,115.52,144.272,0.0,top
